"scaffold" "start" "end" "sites" "zero_four_ratio_Med" "zero_four_ratio_Afr"
"738" "chr16" 7200001 7300000 6133 0.071753986332574 0.065775950668037
"764" "chr16" 7500001 7600000 10868 0.0326370757180157 0.0333333333333333
"796" "chr16" 7800001 7900000 4761 0.0364298724954463 0.0378006872852234
"806" "chr16" 7900001 8000000 8805 0.0497427101200686 0.0520325203252033
"826" "chr16" 8100001 8200000 7084 0.0496224379719525 0.0489583333333333
"835" "chr16" 8200001 8300000 8623 0.0787992495309568 0.0784313725490196
"847" "chr16" 8300001 8400000 9354 0.0606508875739645 0.0556291390728477
"856" "chr16" 8400001 8500000 7161 0.11284046692607 0.101476014760148
"876" "chr16" 8600001 8700000 12138 0.0816326530612245 0.0753768844221105
"888" "chr16" 8700001 8800000 15702 0.127058823529412 0.122494432071269
"895" "chr16" 8800001 8900000 11230 0.0398671096345515 0.037914691943128
"908" "chr16" 8900001 9000000 6739 0.0510855683269476 0.0511904761904762
"9110" "chr16" 9000001 9100000 9123 0.029585798816568 0.0323974082073434
"955" "chr16" 9400001 9500000 9058 0.0738060781476122 0.0752840909090909
"965" "chr16" 9500001 9600000 6790 0.0517063081695967 0.0356020942408377
"998" "chr16" 9800001 9900000 9066 0.37620578778135 0.337912087912088
"1213" "chr16" 12000001 12100000 7576 0.191933240611961 0.136490250696379
"1222" "chr16" 12100001 12200000 9472 0.0613154960981048 0.0611353711790393
"1232" "chr16" 12200001 12300000 7495 0.129659643435981 0.1328125
"1242" "chr16" 12300001 12400000 9667 0.0912698412698413 0.0880733944954128
"1252" "chr16" 12400001 12500000 5290 0.102918586789555 0.11611030478955
"1271" "chr16" 12600001 12700000 6304 0.218390804597701 0.204301075268817
"620" "chr17" 500001 600000 4051 0.103092783505155 0.107344632768362
"1113" "chr17" 1000001 1100000 11104 0.0836363636363636 0.0824372759856631
"1214" "chr17" 1100001 1200000 6936 0.0251107828655835 0.0231923601637108
"178" "chr17" 1600001 1700000 7519 0.0710526315789474 0.065989847715736
"188" "chr17" 1700001 1800000 6501 0.0475482912332838 0.0442600276625173
"198" "chr17" 1800001 1900000 4861 0.0646551724137931 0.0690140845070423
"206" "chr17" 1900001 2000000 6218 0.0409181636726547 0.04296875
"214" "chr17" 2000001 2100000 4701 0.04875 0.0549450549450549
"257" "chr17" 2400001 2500000 4798 0.078740157480315 0.0835866261398176
"285" "chr17" 2700001 2800000 11395 0.0351758793969849 0.038655462184874
"295" "chr17" 2800001 2900000 19215 0.04 0.0403800475059382
"304" "chr17" 2900001 3000000 7925 0.0305250305250305 0.0304136253041363
"329" "chr17" 3100001 3200000 6293 0.135493372606775 0.144578313253012
"3310" "chr17" 3200001 3300000 4959 0.333962264150943 0.262872628726287
"347" "chr17" 3300001 3400000 10837 0.314928425357873 0.297520661157025
"358" "chr17" 3400001 3500000 5004 0.0288461538461538 0.0271398747390397
"368" "chr17" 3500001 3600000 4753 0.0468431771894094 0.0469387755102041
"3710" "chr17" 3600001 3700000 7833 0.046070460704607 0.0428954423592493
"389" "chr17" 3700001 3800000 8398 0.0199203187250996 0.0183299389002037
"395" "chr17" 3800001 3900000 5679 0.0659670164917541 0.0683139534883721
"428" "chr17" 4100001 4200000 8839 0.0704041720990874 0.0786974219810041
"435" "chr17" 4200001 4300000 10212 0.101796407185629 0.106060606060606
"446" "chr17" 4300001 4400000 9054 0.0225464190981432 0.0200267022696929
"457" "chr17" 4400001 4500000 6332 0.0287162162162162 0.0271565495207668
"537" "chr17" 5200001 5300000 5997 0.0644567219152855 0.0667752442996743
"549" "chr17" 5300001 5400000 8356 0.0509666080843585 0.0467128027681661
"5510" "chr17" 5400001 5500000 11612 0.258227848101266 0.256345177664975
"568" "chr17" 5500001 5600000 8436 0.153153153153153 0.148148148148148
"638" "chr17" 6200001 6300000 4116 0.046218487394958 0.0517241379310345
"6510" "chr17" 6400001 6500000 5617 0.0529801324503311 0.0523255813953488
"705" "chr17" 6900001 7000000 11441 0.043010752688172 0.0320987654320988
"7110" "chr17" 7000001 7100000 9088 0.0909090909090909 0.0894308943089431
"925" "chr17" 9100001 9200000 6035 0.0278706800445931 0.0233644859813084
"956" "chr17" 9400001 9500000 4410 0.037125748502994 0.0496124031007752
"966" "chr17" 9500001 9600000 8360 0.0443864229765013 0.0395869191049914
"974" "chr17" 9600001 9700000 3984 0.0546218487394958 0.0506024096385542
"1008" "chr17" 9900001 10000000 8611 0.0541103017689906 0.0598958333333333
"1018" "chr17" 10000001 10100000 9896 0.0541353383458647 0.0572519083969466
"1055" "chr17" 10400001 10500000 6872 0.0441860465116279 0.0412044374009509
"1074" "chr17" 10600001 10700000 4080 0.246612466124661 0.206896551724138
"1084" "chr17" 10700001 10800000 9068 0.123222748815166 0.125570776255708
"1133" "chr17" 11200001 11300000 8390 0.149789029535865 0.171052631578947
"1146" "chr17" 11300001 11400000 4717 0.0742942050520059 0.0628834355828221
"1152" "chr17" 11400001 11500000 4733 0.0336787564766839 0.0318877551020408
"1191" "chr17" 11800001 11900000 6147 0.20703125 0.172535211267606
"210" "chr18" 100001 200000 5911 0.297169811320755 0.25987525987526
"310" "chr18" 200001 300000 4147 0.058165548098434 0.0641592920353982
"817" "chr18" 700001 800000 4046 0.0201005025125628 0.0198135198135198
"926" "chr18" 800001 900000 9405 0.0377867746288799 0.0395634379263301
"148" "chr18" 1300001 1400000 6773 0.0496575342465753 0.0435510887772194
"156" "chr18" 1400001 1500000 4738 0.0325644504748982 0.0452488687782805
"167" "chr18" 1500001 1600000 8433 0.0719257540603248 0.0715935334872979
"179" "chr18" 1600001 1700000 9703 0.0647619047619048 0.0726141078838174
"189" "chr18" 1700001 1800000 12002 0.0727848101265823 0.0737833594976452
"199" "chr18" 1800001 1900000 6791 0.0522292993630573 0.053416149068323
"207" "chr18" 1900001 2000000 14377 0.0268156424581006 0.024364406779661
"215" "chr18" 2000001 2100000 14056 0.0499168053244592 0.0497667185069985
"225" "chr18" 2100001 2200000 8370 0.0655737704918033 0.0786240786240786
"233" "chr18" 2200001 2300000 6855 0.0412844036697248 0.0459518599562363
"243" "chr18" 2300001 2400000 5616 0.0972568578553616 0.104166666666667
"359" "chr18" 3400001 3500000 6603 0.0645604395604396 0.0697368421052632
"369" "chr18" 3500001 3600000 5087 0.0571030640668524 0.0484522207267833
"3810" "chr18" 3700001 3800000 10113 0.2 0.166666666666667
"408" "chr18" 3900001 4000000 9177 0.0823529411764706 0.0795631825273011
"419" "chr18" 4000001 4100000 14041 0.0490998363338789 0.0427892234548336
"472" "chr18" 4600001 4700000 14300 0.081377151799687 0.071097372488408
"483" "chr18" 4700001 4800000 4324 0.139904610492846 0.14367816091954
"493" "chr18" 4800001 4900000 4438 0.0694444444444444 0.0721868365180467
"507" "chr18" 4900001 5000000 7531 0.109051254089422 0.114164904862579
"5111" "chr18" 5000001 5100000 7808 0.0801963993453355 0.0708782742681048
"528" "chr18" 5100001 5200000 8577 0.0430555555555556 0.047680412371134
"5410" "chr18" 5300001 5400000 7352 0.0728571428571429 0.0836601307189543
"5511" "chr18" 5400001 5500000 5413 0.0317700453857791 0.025260029717682
"569" "chr18" 5500001 5600000 13199 0.109243697478992 0.106583072100313
"576" "chr18" 5600001 5700000 9247 0.0567375886524823 0.0653409090909091
"587" "chr18" 5700001 5800000 7839 0.0849478390461997 0.0729312762973352
"5910" "chr18" 5800001 5900000 14987 0.0487238979118329 0.0497787610619469
"607" "chr18" 5900001 6000000 7088 0.115330520393812 0.115862068965517
"6210" "chr18" 6100001 6200000 14078 0.0258175559380379 0.0231839258114374
"639" "chr18" 6200001 6300000 4527 0.0358467243510507 0.0410132689987937
"818" "chr18" 8000001 8100000 4824 0.0105386416861827 0.00735294117647059
"827" "chr18" 8100001 8200000 13030 0.0384087791495199 0.0378890392422192
"836" "chr18" 8200001 8300000 5281 0.129890453834116 0.122754491017964
"848" "chr18" 8300001 8400000 11109 0.049738219895288 0.0515723270440252
"857" "chr18" 8400001 8500000 9592 0.17921146953405 0.161184210526316
"896" "chr18" 8800001 8900000 4831 0.0822102425876011 0.0851612903225806
"9111" "chr18" 9000001 9100000 8065 0.202080237741456 0.208823529411765
"927" "chr18" 9100001 9200000 11327 0.0625 0.0628683693516699
"957" "chr18" 9400001 9500000 11024 0.0544280442804428 0.0571687840290381
"967" "chr18" 9500001 9600000 7796 0.0325732899022801 0.0353302611367127
"975" "chr18" 9600001 9700000 8120 0.0430379746835443 0.0484522207267833
"989" "chr18" 9700001 9800000 11800 0.0721500721500721 0.0723981900452489
"999" "chr18" 9800001 9900000 10405 0.16796875 0.171936758893281
"1009" "chr18" 9900001 10000000 5741 0.257142857142857 0.252272727272727
"1019" "chr18" 10000001 10100000 4641 0.625531914893617 0.604166666666667
"1020" "chr19" 900001 1000000 9224 0.0557553956834532 0.0578231292517007
"1114" "chr19" 1000001 1100000 4585 0.0594202898550725 0.0585714285714286
"137" "chr19" 1200001 1300000 8326 0.101468624833111 0.103620474406991
"1410" "chr19" 1300001 1400000 13350 0.0561797752808989 0.0598911070780399
"157" "chr19" 1400001 1500000 5705 0.226506024096386 0.240932642487047
"216" "chr19" 2000001 2100000 10304 0.144736842105263 0.128676470588235
"226" "chr19" 2100001 2200000 5974 0.035264483627204 0.0277777777777778
"234" "chr19" 2200001 2300000 4728 0.0867678958785249 0.0769230769230769
"277" "chr19" 2600001 2700000 4930 0.0918918918918919 0.0829103214890017
"286" "chr19" 2700001 2800000 7038 0.0837887067395264 0.0867256637168142
"296" "chr19" 2800001 2900000 10853 0.0394021739130435 0.0400516795865633
"305" "chr19" 2900001 3000000 6093 0.0552995391705069 0.054014598540146
"316" "chr19" 3000001 3100000 7364 0.0407098121085595 0.036144578313253
"3210" "chr19" 3100001 3200000 12140 0.0797448165869218 0.0811965811965812
"3811" "chr19" 3700001 3800000 5852 0.319201995012469 0.305882352941176
"819" "chr19" 8000001 8100000 4365 0.0508021390374331 0.0487804878048781
"897" "chr19" 8800001 8900000 8071 0.243333333333333 0.253333333333333
"909" "chr19" 8900001 9000000 6540 0.141176470588235 0.130681818181818
"958" "chr19" 9400001 9500000 14405 0.0221843003412969 0.0215946843853821
"968" "chr19" 9500001 9600000 9079 0.027972027972028 0.0346534653465346
"976" "chr19" 9600001 9700000 5673 0.131645569620253 0.129268292682927
"9810" "chr19" 9700001 9800000 9803 0.015025041736227 0.0159744408945687
"9910" "chr19" 9800001 9900000 6934 0.02088772845953 0.0177664974619289
"10110" "chr19" 10000001 10100000 5957 0.0333333333333333 0.0391644908616188
"1028" "chr19" 10100001 10200000 7251 0.0619977037887486 0.0581778265642151
"1056" "chr19" 10400001 10500000 12248 0.0570291777188329 0.0571776155717762
"1065" "chr19" 10500001 10600000 9942 0.113553113553114 0.104810996563574
"1085" "chr19" 10700001 10800000 5872 0.043859649122807 0.04047976011994
"1115" "chr19" 11000001 11100000 11751 0.029126213592233 0.0358239508700102
"1202" "chr19" 11900001 12000000 6410 0.0677290836653386 0.074025974025974
"1253" "chr19" 12400001 12500000 5891 0.0540788267644363 0.0598911070780399
"1262" "chr19" 12500001 12600000 7207 0.0249252243270189 0.0221366698748797
"1272" "chr19" 12600001 12700000 9723 0.0657407407407407 0.0660633484162896
"1283" "chr19" 12700001 12800000 11198 0.13953488372093 0.148148148148148
"1292" "chr19" 12800001 12900000 13978 0.0881670533642691 0.103734439834025
"130" "chr19" 12900001 13000000 4193 0.0901639344262295 0.0888888888888889
"138" "chr20" 1 100000 5226 0.0977653631284916 0.11436170212766
"317" "chr20" 200001 300000 7867 0.0533333333333333 0.0543478260869565
"410" "chr20" 300001 400000 6078 0.0434782608695652 0.0424528301886792
"720" "chr20" 600001 700000 5717 0.0416107382550336 0.0443599493029151
"820" "chr20" 700001 800000 6070 0.0558375634517767 0.0556900726392252
"928" "chr20" 800001 900000 4894 0.0730593607305936 0.0738362760834671
"158" "chr20" 1400001 1500000 5928 0.0122591943957968 0.0139372822299652
"1810" "chr20" 1700001 1800000 3995 0.014760147601476 0.0190839694656489
"208" "chr20" 1900001 2000000 7668 0.0467153284671533 0.0444126074498567
"227" "chr20" 2100001 2200000 4601 0.0416666666666667 0.0314685314685315
"244" "chr20" 2300001 2400000 8297 0.0771084337349398 0.0783353733170135
"265" "chr20" 2500001 2600000 5574 0.0347826086956522 0.0323660714285714
"278" "chr20" 2600001 2700000 9869 0.0327272727272727 0.033373063170441
"287" "chr20" 2700001 2800000 8057 0.0339750849377123 0.0320796460176991
"297" "chr20" 2800001 2900000 4376 0.0384615384615385 0.0466321243523316
"318" "chr20" 3000001 3100000 7096 0.0634920634920635 0.0659203980099503
"3211" "chr20" 3100001 3200000 7794 0.0648148148148148 0.0591327201051248
"3311" "chr20" 3200001 3300000 8936 0.0511627906976744 0.0523255813953488
"348" "chr20" 3300001 3400000 12283 0.1225 0.142857142857143
"396" "chr20" 3800001 3900000 13338 0.0684596577017115 0.061503416856492
"4110" "chr20" 4000001 4100000 4654 0.246153846153846 0.242339832869081
"465" "chr20" 4500001 4600000 11938 0.046831955922865 0.0423280423280423
"529" "chr20" 5100001 5200000 5953 0.042830540037244 0.0432525951557093
"538" "chr20" 5200001 5300000 5551 0.0953488372093023 0.0936073059360731
"5411" "chr20" 5300001 5400000 7328 0.0505920344456405 0.0546218487394958
"5512" "chr20" 5400001 5500000 9232 0.0502392344497608 0.0461031833150384
"889" "chr20" 8700001 8800000 6045 0.037953795379538 0.0350877192982456
"898" "chr20" 8800001 8900000 6920 0.0738341968911917 0.0877659574468085
"9112" "chr20" 9000001 9100000 6307 0.470588235294118 0.439490445859873
"929" "chr20" 9100001 9200000 5201 0.04 0.0413223140495868
"969" "chr20" 9500001 9600000 3858 0.0665634674922601 0.060702875399361
"977" "chr20" 9600001 9700000 10143 0.052790346907994 0.0497803806734993
"9811" "chr20" 9700001 9800000 7202 0.0642201834862385 0.0670241286863271
"9911" "chr20" 9800001 9900000 7187 0.0957446808510638 0.0925666199158485
"10010" "chr20" 9900001 10000000 5162 0.0343642611683849 0.032258064516129
"10111" "chr20" 10000001 10100000 5586 0.0813333333333333 0.0886766712141883
"1029" "chr20" 10100001 10200000 4179 0.0268817204301075 0.0328767123287671
"1043" "chr20" 10300001 10400000 9236 0.298319327731092 0.317796610169492
"319" "chr22" 200001 300000 4757 0.0973936899862826 0.100137174211248
"520" "chr22" 400001 500000 5434 0.0648535564853556 0.0673181324647123
"1215" "chr22" 1100001 1200000 7129 0.191827468785471 0.186550976138829
"1411" "chr22" 1300001 1400000 5294 0.0319148936170213 0.0336734693877551
"159" "chr22" 1400001 1500000 7349 0.0705202312138728 0.0832356389214537
"168" "chr22" 1500001 1600000 7412 0.193675889328063 0.21063829787234
"228" "chr22" 2100001 2200000 5479 0.0606531881804044 0.0793103448275862
"349" "chr22" 3300001 3400000 7066 0.0285087719298246 0.0329896907216495
"3610" "chr22" 3500001 3600000 8653 0.191977077363897 0.180836707152497
"3812" "chr22" 3700001 3800000 4677 0.0671428571428571 0.041343669250646
"429" "chr22" 4100001 4200000 6737 0.249249249249249 0.201058201058201
"484" "chr22" 4700001 4800000 7907 0.0177514792899408 0.0190114068441065
"5210" "chr22" 5100001 5200000 6041 0.0423011844331641 0.046551724137931
"6110" "chr22" 6000001 6100000 4649 0.0231155778894472 0.0265225933202358
"6211" "chr22" 6100001 6200000 4944 0.0238636363636364 0.0306469920544835
"6410" "chr22" 6300001 6400000 5186 0.0426179604261796 0.0352564102564103
"6511" "chr22" 6400001 6500000 7223 0.120186697782964 0.127485380116959
"6710" "chr22" 6600001 6700000 6579 0.0667330677290837 0.0670443814919736
"729" "chr22" 7100001 7200000 5878 0.0928319623971798 0.0939977349943375
"784" "chr22" 7700001 7800000 6832 0.0570093457943925 0.0600571973307912
"797" "chr22" 7800001 7900000 7157 0.0514883346741754 0.0504065040650407
"807" "chr22" 7900001 8000000 5565 0.0955259975816203 0.0826727066817667
"8110" "chr22" 8000001 8100000 6837 0.16945107398568 0.163019693654267
"217" "chr23" 100001 200000 4004 0.134556574923547 0.146103896103896
"420" "chr23" 300001 400000 7075 0.10314465408805 0.102352941176471
"530" "chr23" 400001 500000 7572 0.0606451612903226 0.0593325092707046
"630" "chr23" 500001 600000 4422 0.0840840840840841 0.0862385321100917
"730" "chr23" 600001 700000 10069 0.0706679574056147 0.0692599620493359
"1116" "chr23" 1000001 1100000 6028 0.0935672514619883 0.0865671641791045
"1610" "chr23" 1500001 1600000 3577 0.0578947368421053 0.0464071856287425
"1710" "chr23" 1600001 1700000 4859 0.0855555555555556 0.077502691065662
"1811" "chr23" 1700001 1800000 7248 0.0568421052631579 0.0582822085889571
"1910" "chr23" 1800001 1900000 6458 0.0180995475113122 0.018034265103697
"209" "chr23" 1900001 2000000 6745 0.0595130748422002 0.0541027953110911
"218" "chr23" 2000001 2100000 4407 0.0291508238276299 0.0237324703344121
"229" "chr23" 2100001 2200000 4910 0.0717781402936379 0.0698412698412698
"235" "chr23" 2200001 2300000 5033 0.0651162790697674 0.0793157076205288
"245" "chr23" 2300001 2400000 5185 0.0126728110599078 0.0115740740740741
"258" "chr23" 2400001 2500000 7008 0.0422245108135942 0.0382728164867517
"279" "chr23" 2600001 2700000 5619 0.0269541778975741 0.0236363636363636
"298" "chr23" 2800001 2900000 4836 0.0585635359116022 0.0546511627906977
"3312" "chr23" 3200001 3300000 9013 0.045822102425876 0.0525606469002695
"3813" "chr23" 3700001 3800000 5269 0.0380434782608696 0.0409511228533686
"5211" "chr23" 5100001 5200000 6055 0.190647482014388 0.197718631178707
"539" "chr23" 5200001 5300000 4117 0.039906103286385 0.0541871921182266
"5412" "chr23" 5300001 5400000 5753 0.0597014925373134 0.05625
"577" "chr23" 5600001 5700000 5662 0.0414993306559572 0.0458015267175573
"588" "chr23" 5700001 5800000 5796 0.0611814345991561 0.058455114822547
"5911" "chr23" 5800001 5900000 6427 0.053481331987891 0.0541624874623872
"6111" "chr23" 6000001 6100000 5363 0.0138888888888889 0.0115273775216138
"6212" "chr23" 6100001 6200000 5323 0.0478214665249734 0.0481927710843373
"6811" "chr23" 6700001 6800000 7718 0.0511182108626198 0.0487012987012987
"858" "chr23" 8400001 8500000 4200 0.0465587044534413 0.0450623202301055
"865" "chr23" 8500001 8600000 9867 0.129237288135593 0.138528138528139
"739" "chr24" 600001 700000 5257 2.5 1.25
"1030" "chr24" 900001 1000000 17796 0.0199386503067485 0.0196374622356495
"1216" "chr24" 1100001 1200000 6225 0.0213032581453634 0.0248041775456919
"1911" "chr24" 1800001 1900000 15314 0.0976 0.096969696969697
"219" "chr24" 2000001 2100000 9196 0.0529344073647871 0.0472895040369089
"246" "chr24" 2300001 2400000 5139 0.0140625 0.0178571428571429
"259" "chr24" 2400001 2500000 5514 0.0271816881258941 0.0265878877400295
"266" "chr24" 2500001 2600000 10002 0.0516351118760757 0.053156146179402
"2710" "chr24" 2600001 2700000 4818 0.0295774647887324 0.0292072322670375
"3212" "chr24" 3100001 3200000 14582 0.093812375249501 0.0949367088607595
"3313" "chr24" 3200001 3300000 11325 0.0687732342007435 0.0676416819012797
"3410" "chr24" 3300001 3400000 8540 0.126760563380282 0.122840690978887
"3611" "chr24" 3500001 3600000 7205 0.0260475651189128 0.0302690582959641
"409" "chr24" 3900001 4000000 6096 0.0602189781021898 0.0607210626185958
"4210" "chr24" 4100001 4200000 5677 0.0592034445640474 0.0652849740932643
"447" "chr24" 4300001 4400000 8184 0.0355329949238579 0.0364321608040201
"5112" "chr24" 5000001 5100000 7695 0.0815602836879433 0.0915750915750916
"578" "chr24" 5600001 5700000 5182 0.0611464968152866 0.0655957161981258
"589" "chr24" 5700001 5800000 3530 0.109048723897912 0.108747044917258
"608" "chr24" 5900001 6000000 5155 0.063273727647868 0.0695876288659794
"6112" "chr24" 6000001 6100000 6408 0.0525657071339174 0.0518867924528302
"6411" "chr24" 6300001 6400000 3897 0.0307692307692308 0.0299479166666667
"6610" "chr24" 6500001 6600000 7783 0.124489795918367 0.137096774193548
"6711" "chr24" 6600001 6700000 5991 0.114197530864198 0.108231707317073
"6812" "chr24" 6700001 6800000 8102 0.0676855895196506 0.0614124872057318
"7111" "chr24" 7000001 7100000 5376 0.0182094081942337 0.0172413793103448
"808" "chr24" 7900001 8000000 11594 0.745901639344262 0.706666666666667
"320" "chr25" 200001 300000 4187 0.374193548387097 0.288888888888889
"828" "chr25" 700001 800000 3845 0.203389830508475 0.267379679144385
"2010" "chr25" 1900001 2000000 6660 0.0620957309184994 0.05859375
"2110" "chr25" 2000001 2100000 5622 0.111358574610245 0.108695652173913
"2210" "chr25" 2100001 2200000 5265 0.0880452342487884 0.0804195804195804
"247" "chr25" 2300001 2400000 7072 0.0729461756373938 0.0620915032679739
"2510" "chr25" 2400001 2500000 5842 0.0729166666666667 0.0482076637824475
"3213" "chr25" 3100001 3200000 17932 0.0414814814814815 0.0419075144508671
"3411" "chr25" 3300001 3400000 10177 0.056043956043956 0.053248136315229
"3612" "chr25" 3500001 3600000 5024 0.0473988439306358 0.0481099656357388
"458" "chr25" 4400001 4500000 5786 0.0172215843857635 0.0192307692307692
"473" "chr25" 4600001 4700000 5656 0.0417090539165819 0.0385756676557863
"494" "chr25" 4800001 4900000 5716 0.022271714922049 0.0316742081447964
"508" "chr25" 4900001 5000000 4197 0.0496815286624204 0.0509950248756219
"5212" "chr25" 5100001 5200000 5612 0.0377906976744186 0.0388888888888889
"5310" "chr25" 5200001 5300000 11249 0.0865561694290976 0.0794824399260628
"5513" "chr25" 5400001 5500000 7044 0.108651911468813 0.0978043912175649
"5610" "chr25" 5500001 5600000 8036 0.0184049079754601 0.0205278592375367
"579" "chr25" 5600001 5700000 5466 0.0321243523316062 0.0284263959390863
"5810" "chr25" 5700001 5800000 6123 0.0571428571428571 0.0613718411552347
"5912" "chr25" 5800001 5900000 9957 0.0515463917525773 0.0475161987041037
"609" "chr25" 5900001 6000000 6103 0.0347624565469293 0.0318906605922551
"6412" "chr25" 6300001 6400000 7329 0.0628066732090285 0.064015518913676
"6712" "chr25" 6600001 6700000 5885 0.0375 0.0365853658536585
"7310" "chr25" 7200001 7300000 11856 0.0460021905805038 0.0434782608695652
"749" "chr25" 7300001 7400000 6113 0.147169811320755 0.143375680580762
"756" "chr25" 7400001 7500000 6484 0.036986301369863 0.0414438502673797
"765" "chr25" 7500001 7600000 6571 0.0803011292346299 0.0786516853932584
"785" "chr25" 7700001 7800000 6723 0.0552952202436739 0.0531531531531532
"809" "chr25" 7900001 8000000 9225 0.0379609544468547 0.035031847133758
"829" "chr25" 8100001 8200000 6864 0.0951940850277264 0.0892857142857143
"837" "chr25" 8200001 8300000 8046 0.0948616600790514 0.0892193308550186
"849" "chr25" 8300001 8400000 7850 0.037344398340249 0.0352177942539388
"859" "chr25" 8400001 8500000 4570 0.0335305719921105 0.0343137254901961
"866" "chr25" 8500001 8600000 6178 0.0528571428571429 0.0584958217270195
"877" "chr25" 8600001 8700000 6467 0.0886627906976744 0.0788043478260869
"8810" "chr25" 8700001 8800000 9210 0.155405405405405 0.162337662337662
"220" "chr26" 100001 200000 9664 0.12719298245614 0.122406639004149
"330" "chr26" 200001 300000 5461 0.114355231143552 0.117241379310345
"640" "chr26" 500001 600000 3954 0.0429530201342282 0.0423940149625935
"830" "chr26" 700001 800000 11128 0.0829015544041451 0.0815307820299501
"930" "chr26" 800001 900000 4834 0.0165061898211829 0.0179063360881543
"1117" "chr26" 1000001 1100000 7080 0.0721649484536082 0.0486111111111111
"1712" "chr26" 1600001 1700000 7484 0.0909090909090909 0.10025706940874
"1812" "chr26" 1700001 1800000 13259 0.0805084745762712 0.0879432624113475
"248" "chr26" 2300001 2400000 8309 0.0735468564650059 0.0747330960854092
"2511" "chr26" 2400001 2500000 9547 0.0272614622057001 0.0286396181384248
"267" "chr26" 2500001 2600000 4879 0.0488636363636364 0.0441334768568353
"798" "chr26" 7800001 7900000 6032 0.0451127819548872 0.0412621359223301
"8111" "chr26" 8000001 8100000 6013 0.0631578947368421 0.0671140939597315
"8811" "chr26" 8700001 8800000 6867 0.223684210526316 0.220623501199041
"899" "chr26" 8800001 8900000 7479 0.0217889908256881 0.0224719101123596
"9010" "chr26" 8900001 9000000 6472 0.0755395683453237 0.0780711825487945
"9113" "chr26" 9000001 9100000 13670 0.226720647773279 0.233463035019455
"959" "chr26" 9400001 9500000 4276 0.0425806451612903 0.0429447852760736
"9610" "chr26" 9500001 9600000 6361 0.0779510022271715 0.08004158004158
"978" "chr26" 9600001 9700000 4924 0.032520325203252 0.0361197110423117
"9812" "chr26" 9700001 9800000 4992 0.0360262008733624 0.0362903225806452
"9912" "chr26" 9800001 9900000 6088 0.0329087048832272 0.0336300692383778
"10011" "chr26" 9900001 10000000 5454 0.0192837465564738 0.0175913396481732
"10210" "chr26" 10100001 10200000 6007 0.0393313667649951 0.0444225074037512
"1038" "chr26" 10200001 10300000 7632 0.0678617157490397 0.0614035087719298
"1075" "chr26" 10600001 10700000 5949 0.0414129110840438 0.0408415841584158
"1203" "chr26" 11900001 12000000 6357 0.0204708290685773 0.019
"1263" "chr26" 12500001 12600000 9187 0.0752864157119476 0.0796178343949045
"1273" "chr26" 12600001 12700000 6748 0.0340599455040872 0.0337837837837838
"139" "chr27" 1 100000 5584 0.25 1
"650" "chr27" 500001 600000 8969 0.0749063670411985 0.0713436385255648
"1310" "chr27" 1200001 1300000 9554 0.0739762219286658 0.0693196405648267
"1412" "chr27" 1300001 1400000 8437 0.0875486381322957 0.0680628272251309
"1611" "chr27" 1500001 1600000 5395 0.0324427480916031 0.0416666666666667
"1713" "chr27" 1600001 1700000 5322 0.217333333333333 0.240215924426451
"1813" "chr27" 1700001 1800000 5749 0.0141271442986882 0.0145379023883697
"1912" "chr27" 1800001 1900000 10368 0.0956937799043062 0.0949367088607595
"466" "chr27" 4500001 4600000 7750 0.0910151691948658 0.0759837177747626
"474" "chr27" 4600001 4700000 11582 0.0525272547076313 0.0512333965844402
"485" "chr27" 4700001 4800000 5606 0.0668647845468053 0.0687134502923977
"5611" "chr27" 5500001 5600000 5857 0.106122448979592 0.112617309697602
"5710" "chr27" 5600001 5700000 6549 0.0596205962059621 0.0555058191584602
"5811" "chr27" 5700001 5800000 6782 0.0521390374331551 0.0586630286493861
"5913" "chr27" 5800001 5900000 10385 0.235294117647059 0.256666666666667
"6010" "chr27" 5900001 6000000 4997 0.105169340463458 0.112605042016807
"706" "chr27" 6900001 7000000 8715 0.0583468395461912 0.0552995391705069
"7112" "chr27" 7000001 7100000 8426 0.0596491228070175 0.0639032815198618
"7210" "chr27" 7100001 7200000 4546 0.0730964467005076 0.0659229208924949
"7311" "chr27" 7200001 7300000 5216 0.0505494505494506 0.0440713536201469
"757" "chr27" 7400001 7500000 5319 0.0309597523219814 0.0356020942408377
"766" "chr27" 7500001 7600000 7749 0.0347417840375587 0.0323741007194245
"8210" "chr27" 8100001 8200000 4724 0.2515625 0.238532110091743
"838" "chr27" 8200001 8300000 4502 0.0457280385078219 0.0355691056910569
"878" "chr27" 8600001 8700000 4306 0.0919377652050919 0.103448275862069
"340" "chr28" 200001 300000 6807 0.0776595744680851 0.0658800393313668
"430" "chr28" 300001 400000 9742 0.0925266903914591 0.093287827076223
"540" "chr28" 400001 500000 6437 0.0421412300683371 0.0452586206896552
"660" "chr28" 500001 600000 5271 0.127868852459016 0.130533484676504
"740" "chr28" 600001 700000 4558 0.0454545454545455 0.0375626043405676
"1039" "chr28" 900001 1000000 7952 0.165275459098498 0.154446177847114
"1118" "chr28" 1000001 1100000 8462 0.112171837708831 0.111617312072893
"1217" "chr28" 1100001 1200000 7174 0.174468085106383 0.182890855457227
"1311" "chr28" 1200001 1300000 6436 0.114736842105263 0.120309050772627
